Exposure	R2	SE	Mean	Max_diff_bw	Abs_max_diff_bw	R2_diff	P_max_diff	N	Cohort	Ancestry	VariableType
SleepDuration	0.03786713	0.010018462	7.31602	3_4	0.013562089999999999	0.013562089999999999	0.4445001	6835	UKBB	AFR	Continuous
SleepDuration	0.02504087	0.008149773	8.572787	3_4	0.013562089999999999	0.013562089999999999	0.4445001	6835	UKBB	AFR	Continuous
SmokingStatus	0.03000341	0.004692175	0	1_2	0.0004929899999999987	0.0004929899999999987	0.9599535	6113	UKBB	AFR	Binary
SmokingStatus	0.03049640	0.010005817	1	1_2	0.0004929899999999987	0.0004929899999999987	0.9599535	6113	UKBB	AFR	Binary
StarchMean	0.01842184	0.01229623	43.4553	1_5	0.031482090000000004	0.031482090000000004	0.3139882	2343	UKBB	AFR	Continuous
StarchMean	0.03389013	0.01597709	81.41467	1_5	0.031482090000000004	0.031482090000000004	0.3139882	2343	UKBB	AFR	Continuous
StarchMean	0.02761597	0.01462837	107.6233	1_5	0.031482090000000004	0.031482090000000004	0.3139882	2343	UKBB	AFR	Continuous
StarchMean	0.03966419	0.01714715	136.2573	1_5	0.031482090000000004	0.031482090000000004	0.3139882	2343	UKBB	AFR	Continuous
StarchMean	0.04990393	0.01984033	210.3628	1_5	0.031482090000000004	0.031482090000000004	0.3139882	2343	UKBB	AFR	Continuous
TG	0.03552979	0.009602850	51.865600015999995	2_3	0.016316050000000002	-0.016316050000000002	0.3200747	6592	UKBB	AFR	Continuous
TG	0.03591169	0.009442758	71.17378916	2_3	0.016316050000000002	-0.016316050000000002	0.3200747	6592	UKBB	AFR	Continuous
TG	0.01959564	0.007129545	90.73969928999999	2_3	0.016316050000000002	-0.016316050000000002	0.3200747	6592	UKBB	AFR	Continuous
TG	0.02246655	0.007185392	118.42738984999998	2_3	0.016316050000000002	-0.016316050000000002	0.3200747	6592	UKBB	AFR	Continuous
TG	0.03264350	0.009364405	206.91076838999996	2_3	0.016316050000000002	-0.016316050000000002	0.3200747	6592	UKBB	AFR	Continuous
TotalSugarsMean	0.072951219	0.022352659	50.97981	1_4	0.062984416	-0.062984416	0.04080482	2343	UKBB	AFR	Continuous
TotalSugarsMean	0.041377554	0.017727410	88.68909	1_4	0.062984416	-0.062984416	0.04080482	2343	UKBB	AFR	Continuous
TotalSugarsMean	0.018531418	0.011245951	118.7234	1_4	0.062984416	-0.062984416	0.04080482	2343	UKBB	AFR	Continuous
TotalSugarsMean	0.009966803	0.009117639	155.8632	1_4	0.062984416	-0.062984416	0.04080482	2343	UKBB	AFR	Continuous
TotalSugarsMean	0.038055967	0.017010382	272.1257	1_4	0.062984416	-0.062984416	0.04080482	2343	UKBB	AFR	Continuous
TotCholesterol	0.02177036	0.007610156	3.788965	1_5	0.01342014	0.01342014	0.4310694	6594	UKBB	AFR	Continuous
TotCholesterol	0.02589464	0.007791648	4.619881	1_5	0.01342014	0.01342014	0.4310694	6594	UKBB	AFR	Continuous
TotCholesterol	0.03462618	0.009669176	5.174915	1_5	0.01342014	0.01342014	0.4310694	6594	UKBB	AFR	Continuous
TotCholesterol	0.03366992	0.009544914	5.763632	1_5	0.01342014	0.01342014	0.4310694	6594	UKBB	AFR	Continuous
TotCholesterol	0.03519050	0.009623217	6.830421	1_5	0.01342014	0.01342014	0.4310694	6594	UKBB	AFR	Continuous
Socioeconomic	0.03518856	0.009105713	90	3_5	0.02561613	0.02561613	0.1100142	7018	UKBB	AFR	Continuous
Socioeconomic	0.02652908	0.008284844	70	3_5	0.02561613	0.02561613	0.1100142	7018	UKBB	AFR	Continuous
Socioeconomic	0.01440408	0.006184509	50	3_5	0.02561613	0.02561613	0.1100142	7018	UKBB	AFR	Continuous
Socioeconomic	0.02954928	0.008529952	30	3_5	0.02561613	0.02561613	0.1100142	7018	UKBB	AFR	Continuous
Socioeconomic	0.04002021	0.010022959	10	3_5	0.02561613	0.02561613	0.1100142	7018	UKBB	AFR	Continuous
VitaminB12Mean	0.02341120	0.012769499	1.110719	2_4	0.053237690000000004	-0.053237690000000004	0.08531194	2343	UKBB	AFR	Continuous
VitaminB12Mean	0.06411250	0.022459260	2.977186	2_4	0.053237690000000004	-0.053237690000000004	0.08531194	2343	UKBB	AFR	Continuous
VitaminB12Mean	0.03671952	0.016384961	4.802378	2_4	0.053237690000000004	-0.053237690000000004	0.08531194	2343	UKBB	AFR	Continuous
VitaminB12Mean	0.01087481	0.009397692	7.555272	2_4	0.053237690000000004	-0.053237690000000004	0.08531194	2343	UKBB	AFR	Continuous
VitaminB12Mean	0.05786563	0.020784522	16.88628	2_4	0.053237690000000004	-0.053237690000000004	0.08531194	2343	UKBB	AFR	Continuous
VitaminB6Mean	0.03600334	0.01672533	0.9375303	2_5	0.038778850000000004	-0.038778850000000004	0.2328017	2343	UKBB	AFR	Continuous
VitaminB6Mean	0.05870686	0.02113212	1.530569	2_5	0.038778850000000004	-0.038778850000000004	0.2328017	2343	UKBB	AFR	Continuous
VitaminB6Mean	0.02842566	0.01458136	1.959597	2_5	0.038778850000000004	-0.038778850000000004	0.2328017	2343	UKBB	AFR	Continuous
VitaminB6Mean	0.03171555	0.01549074	2.46455	2_5	0.038778850000000004	-0.038778850000000004	0.2328017	2343	UKBB	AFR	Continuous
VitaminB6Mean	0.01992801	0.01220733	3.790397	2_5	0.038778850000000004	-0.038778850000000004	0.2328017	2343	UKBB	AFR	Continuous
VitaminCMean	0.040870834	0.01644220	27.78602	3_5	0.048051503999999995	-0.048051503999999995	0.09727376	2343	UKBB	AFR	Continuous
VitaminCMean	0.029276116	0.01470507	75.26399	3_5	0.048051503999999995	-0.048051503999999995	0.09727376	2343	UKBB	AFR	Continuous
VitaminCMean	0.057276771	0.02123201	129.3610	3_5	0.048051503999999995	-0.048051503999999995	0.09727376	2343	UKBB	AFR	Continuous
VitaminCMean	0.040641711	0.01807904	205.0107	3_5	0.048051503999999995	-0.048051503999999995	0.09727376	2343	UKBB	AFR	Continuous
VitaminCMean	0.009225267	0.00871173	469.5056	3_5	0.048051503999999995	-0.048051503999999995	0.09727376	2343	UKBB	AFR	Continuous
VitaminDMean	0.008163522	0.007350195	0.3150673	1_5	0.039019607	0.039019607	0.1093541	2343	UKBB	AFR	Continuous
VitaminDMean	0.041227668	0.017533594	1.04942	1_5	0.039019607	0.039019607	0.1093541	2343	UKBB	AFR	Continuous
VitaminDMean	0.046046922	0.018782582	1.965284	1_5	0.039019607	0.039019607	0.1093541	2343	UKBB	AFR	Continuous
VitaminDMean	0.040660341	0.019120991	3.571248	1_5	0.039019607	0.039019607	0.1093541	2343	UKBB	AFR	Continuous
VitaminDMean	0.047183129	0.017890316	9.860042	1_5	0.039019607	0.039019607	0.1093541	2343	UKBB	AFR	Continuous
VitaminEMean	0.04519710	0.01845642	2.856378	1_3	0.025340739999999997	-0.025340739999999997	0.4072675	2343	UKBB	AFR	Continuous
VitaminEMean	0.03380768	0.01629272	5.445312	1_3	0.025340739999999997	-0.025340739999999997	0.4072675	2343	UKBB	AFR	Continuous
VitaminEMean	0.01985636	0.01284860	7.572689	1_3	0.025340739999999997	-0.025340739999999997	0.4072675	2343	UKBB	AFR	Continuous
VitaminEMean	0.03676113	0.01673396	10.35544	1_3	0.025340739999999997	-0.025340739999999997	0.4072675	2343	UKBB	AFR	Continuous
VitaminEMean	0.03544704	0.01687029	18.50186	1_3	0.025340739999999997	-0.025340739999999997	0.4072675	2343	UKBB	AFR	Continuous
VPAbinary	0.03327626	0.007283447	0	1_2	0.002886310000000003	-0.002886310000000003	0.8062059	5352	UKBB	AFR	Binary
VPAbinary	0.03038995	0.005690532	1	1_2	0.002886310000000003	-0.002886310000000003	0.8062059	5352	UKBB	AFR	Binary
VPA_NDays	0.02712459	0.008240318	0	2_4	0.015382939999999998	-0.015382939999999998	0.3971233	6153	UKBB	AFR	Continuous
VPA_NDays	0.03691782	0.010141800	0.4516653	2_4	0.015382939999999998	-0.015382939999999998	0.3971233	6153	UKBB	AFR	Continuous
VPA_NDays	0.03469131	0.010297605	1.87561	2_4	0.015382939999999998	-0.015382939999999998	0.3971233	6153	UKBB	AFR	Continuous
VPA_NDays	0.02153488	0.008172140	3.294882	2_4	0.015382939999999998	-0.015382939999999998	0.3971233	6153	UKBB	AFR	Continuous
VPA_NDays	0.03423776	0.010077530	5.526401	2_4	0.015382939999999998	-0.015382939999999998	0.3971233	6153	UKBB	AFR	Continuous
WaterIntake	0.03472889	0.009703523	1.216931	2_4	0.023017600000000003	-0.023017600000000003	0.1760867	6619	UKBB	AFR	Continuous
WaterIntake	0.03953191	0.010476878	2.505287	2_4	0.023017600000000003	-0.023017600000000003	0.1760867	6619	UKBB	AFR	Continuous
WaterIntake	0.02544668	0.008433908	3.678248	2_4	0.023017600000000003	-0.023017600000000003	0.1760867	6619	UKBB	AFR	Continuous
WaterIntake	0.01651431	0.006756366	4.929758	2_4	0.023017600000000003	-0.023017600000000003	0.1760867	6619	UKBB	AFR	Continuous
WaterIntake	0.02813225	0.008950811	7.865559	2_4	0.023017600000000003	-0.023017600000000003	0.1760867	6619	UKBB	AFR	Continuous
Age	0.08697526	0.001954791	44.79646	1_5	0.021190020000000004	-0.021190020000000004	1.094521e-08	376729	UKBB	EUR	Continuous
Age	0.08189359	0.001944428	52.41989	1_5	0.021190020000000004	-0.021190020000000004	1.094521e-08	376729	UKBB	EUR	Continuous
Age	0.07374372	0.001771184	58.27633	1_5	0.021190020000000004	-0.021190020000000004	1.094521e-08	376729	UKBB	EUR	Continuous
Age	0.06892553	0.001806552	62.45011	1_5	0.021190020000000004	-0.021190020000000004	1.094521e-08	376729	UKBB	EUR	Continuous
Age	0.06578524	0.001752882	66.88943	1_5	0.021190020000000004	-0.021190020000000004	1.094521e-08	376729	UKBB	EUR	Continuous
AlcoholMean	0.07873613	0.003229765	0	1_5	0.020040180000000005	-0.020040180000000005	0.001069043	126756	UKBB	EUR	Continuous
AlcoholMean	0.07803589	0.003242554	0.003893614	1_5	0.020040180000000005	-0.020040180000000005	0.001069043	126756	UKBB	EUR	Continuous
AlcoholMean	0.06785880	0.002906006	6.683478	1_5	0.020040180000000005	-0.020040180000000005	0.001069043	126756	UKBB	EUR	Continuous
AlcoholMean	0.06354944	0.002842516	18.44234	1_5	0.020040180000000005	-0.020040180000000005	0.001069043	126756	UKBB	EUR	Continuous
AlcoholMean	0.05869595	0.002896270	41.0548	1_5	0.020040180000000005	-0.020040180000000005	0.001069043	126756	UKBB	EUR	Continuous
AmntOnDrnkDayRaw	0.07638364	0.003234552	1	1_3	0.009989289999999998	-0.009989289999999998	0.1226758	112296	UKBB	EUR	Continuous
AmntOnDrnkDayRaw	0.07461385	0.003353623	1	1_3	0.009989289999999998	-0.009989289999999998	0.1226758	112296	UKBB	EUR	Continuous
AmntOnDrnkDayRaw	0.06639435	0.003236663	1.451979	1_3	0.009989289999999998	-0.009989289999999998	0.1226758	112296	UKBB	EUR	Continuous
AmntOnDrnkDayRaw	0.07040810	0.003201048	2.077786	1_3	0.009989289999999998	-0.009989289999999998	0.1226758	112296	UKBB	EUR	Continuous
AmntOnDrnkDayRaw	0.07019047	0.003251151	3.614515	1_3	0.009989289999999998	-0.009989289999999998	0.1226758	112296	UKBB	EUR	Continuous
BeefIntake	0.06724168	0.001856052	0.5268435	1_4	0.013765399999999997	0.013765399999999997	0.0002781629	375513	UKBB	EUR	Continuous
BeefIntake	0.07780652	0.001835338	1	1_4	0.013765399999999997	0.013765399999999997	0.0002781629	375513	UKBB	EUR	Continuous
BeefIntake	0.07771764	0.001780057	1.212125	1_4	0.013765399999999997	0.013765399999999997	0.0002781629	375513	UKBB	EUR	Continuous
BeefIntake	0.08100708	0.001931086	2	1_4	0.013765399999999997	0.013765399999999997	0.0002781629	375513	UKBB	EUR	Continuous
BeefIntake	0.07820894	0.001911107	2.585929	1_4	0.013765399999999997	0.013765399999999997	0.0002781629	375513	UKBB	EUR	Continuous
CAD	0.07513165	0.0008437941	0	1_2	0.00513435000000001	0.00513435000000001	0.3002465	376729	UKBB	EUR	Binary
CAD	0.08026600	0.0058406190	1	1_2	0.00513435000000001	0.00513435000000001	0.3002465	376729	UKBB	EUR	Binary
CalciumMean	0.07658583	0.003229533	555.4991	1_3	0.012191799999999989	-0.012191799999999989	0.05560283	127891	UKBB	EUR	Continuous
CalciumMean	0.07086964	0.003196249	779.2222	1_3	0.012191799999999989	-0.012191799999999989	0.05560283	127891	UKBB	EUR	Continuous
CalciumMean	0.06439403	0.003139986	933.1398	1_3	0.012191799999999989	-0.012191799999999989	0.05560283	127891	UKBB	EUR	Continuous
CalciumMean	0.06486812	0.002932922	1106.306	1_3	0.012191799999999989	-0.012191799999999989	0.05560283	127891	UKBB	EUR	Continuous
CalciumMean	0.07248056	0.003146764	1462.027	1_3	0.012191799999999989	-0.012191799999999989	0.05560283	127891	UKBB	EUR	Continuous
CarbohydrateMean	0.06534684	0.002970163	152.1593	1_5	0.008052160000000003	0.008052160000000003	0.1798415	128066	UKBB	EUR	Continuous
CarbohydrateMean	0.06867534	0.003018492	208.4653	1_5	0.008052160000000003	0.008052160000000003	0.1798415	128066	UKBB	EUR	Continuous
CarbohydrateMean	0.06646791	0.003145795	244.7037	1_5	0.008052160000000003	0.008052160000000003	0.1798415	128066	UKBB	EUR	Continuous
CarbohydrateMean	0.07022104	0.003016133	284.3283	1_5	0.008052160000000003	0.008052160000000003	0.1798415	128066	UKBB	EUR	Continuous
CarbohydrateMean	0.07339900	0.003033529	364.3484	1_5	0.008052160000000003	0.008052160000000003	0.1798415	128066	UKBB	EUR	Continuous
CaroteneMean	0.07315079	0.003058441	530.4996	1_3	0.00743307	-0.00743307	0.2255058	127588	UKBB	EUR	Continuous
CaroteneMean	0.07121351	0.003190230	1502.197	1_3	0.00743307	-0.00743307	0.2255058	127588	UKBB	EUR	Continuous
CaroteneMean	0.06571772	0.003074330	2625.105	1_3	0.00743307	-0.00743307	0.2255058	127588	UKBB	EUR	Continuous
CaroteneMean	0.07029812	0.003226635	4004.752	1_3	0.00743307	-0.00743307	0.2255058	127588	UKBB	EUR	Continuous
CaroteneMean	0.06874889	0.003103086	6700.987	1_3	0.00743307	-0.00743307	0.2255058	127588	UKBB	EUR	Continuous
CheeseIntake	0.07173558	0.001846065	0.9272164	1_2	0.007724740000000008	0.007724740000000008	0.03820875	367940	UKBB	EUR	Continuous
CheeseIntake	0.07946032	0.001881028	2	1_2	0.007724740000000008	0.007724740000000008	0.03820875	367940	UKBB	EUR	Continuous
CheeseIntake	0.07446004	0.001839492	2.982225	1_2	0.007724740000000008	0.007724740000000008	0.03820875	367940	UKBB	EUR	Continuous
CheeseIntake	0.07469295	0.001907220	3	1_2	0.007724740000000008	0.007724740000000008	0.03820875	367940	UKBB	EUR	Continuous
CheeseIntake	0.07357791	0.001844300	3.832554	1_2	0.007724740000000008	0.007724740000000008	0.03820875	367940	UKBB	EUR	Continuous
CoffeeIntake	0.07667867	0.001879988	0	1_3	0.0045774900000000035	-0.0045774900000000035	0.2189403	349332	UKBB	EUR	Continuous
CoffeeIntake	0.07508846	0.001887052	0.8781238	1_3	0.0045774900000000035	-0.0045774900000000035	0.2189403	349332	UKBB	EUR	Continuous
CoffeeIntake	0.07210118	0.001843606	1.804786	1_3	0.0045774900000000035	-0.0045774900000000035	0.2189403	349332	UKBB	EUR	Continuous
CoffeeIntake	0.07297115	0.001856791	2.879713	1_3	0.0045774900000000035	-0.0045774900000000035	0.2189403	349332	UKBB	EUR	Continuous
CoffeeIntake	0.07458922	0.001948651	5.433624	1_3	0.0045774900000000035	-0.0045774900000000035	0.2189403	349332	UKBB	EUR	Continuous
DBP	0.05779147	0.001692333	69.42331	1_5	0.027920349999999997	0.027920349999999997	5.579585e-14	352804	UKBB	EUR	Continuous
DBP	0.06824159	0.001870175	77.90498	1_5	0.027920349999999997	0.027920349999999997	5.579585e-14	352804	UKBB	EUR	Continuous
DBP	0.07459450	0.001842380	83.74317	1_5	0.027920349999999997	0.027920349999999997	5.579585e-14	352804	UKBB	EUR	Continuous
DBP	0.07751279	0.001998576	90.06542	1_5	0.027920349999999997	0.027920349999999997	5.579585e-14	352804	UKBB	EUR	Continuous
DBP	0.08571182	0.002021837	100.8722	1_5	0.027920349999999997	0.027920349999999997	5.579585e-14	352804	UKBB	EUR	Continuous
Diabetes	0.07210260	0.0008401528	0	1_2	0.01664296	0.01664296	0.000518023	375903	UKBB	EUR	Binary
Diabetes	0.08874556	0.0040483684	1	1_2	0.01664296	0.01664296	0.000518023	375903	UKBB	EUR	Binary
AlcoholDaysPerWeek	0.09254914	0.003514812	10	1_5	0.035720560000000005	-0.035720560000000005	9.177894e-09	122281	UKBB	EUR	Continuous
AlcoholDaysPerWeek	0.07962710	0.003158017	30	1_5	0.035720560000000005	-0.035720560000000005	9.177894e-09	122281	UKBB	EUR	Continuous
AlcoholDaysPerWeek	0.06888061	0.002998446	50	1_5	0.035720560000000005	-0.035720560000000005	9.177894e-09	122281	UKBB	EUR	Continuous
AlcoholDaysPerWeek	0.05867873	0.002885662	70	1_5	0.035720560000000005	-0.035720560000000005	9.177894e-09	122281	UKBB	EUR	Continuous
AlcoholDaysPerWeek	0.05682858	0.002703871	90	1_5	0.035720560000000005	-0.035720560000000005	9.177894e-09	122281	UKBB	EUR	Continuous
EduYears	0.06915564	0.001841826	6.480842	1_2	0.008829030000000002	0.008829030000000002	0.01537575	373222	UKBB	EUR	Continuous
EduYears	0.07798467	0.001801417	10	1_2	0.008829030000000002	0.008829030000000002	0.01537575	373222	UKBB	EUR	Continuous
EduYears	0.07612452	0.001867436	12.52411	1_2	0.008829030000000002	0.008829030000000002	0.01537575	373222	UKBB	EUR	Continuous
EduYears	0.07314694	0.001826016	19.1859	1_2	0.008829030000000002	0.008829030000000002	0.01537575	373222	UKBB	EUR	Continuous
EduYears	0.07321818	0.001872539	20	1_2	0.008829030000000002	0.008829030000000002	0.01537575	373222	UKBB	EUR	Continuous
EnergyMean	0.06552810	0.002891669	5664.837	1_5	0.007248049999999992	0.007248049999999992	0.226095	128073	UKBB	EUR	Continuous
EnergyMean	0.06562660	0.003017856	7325.094	1_5	0.007248049999999992	0.007248049999999992	0.226095	128073	UKBB	EUR	Continuous
EnergyMean	0.06936597	0.002922653	8430.588	1_5	0.007248049999999992	0.007248049999999992	0.226095	128073	UKBB	EUR	Continuous
EnergyMean	0.07050495	0.003184095	9659.653	1_5	0.007248049999999992	0.007248049999999992	0.226095	128073	UKBB	EUR	Continuous
EnergyMean	0.07277615	0.003098523	12121.79	1_5	0.007248049999999992	0.007248049999999992	0.226095	128073	UKBB	EUR	Continuous
EverSmoked	0.07265485	0.001276589	0	1_2	0.0044939499999999966	0.0044939499999999966	0.05409106	375448	UKBB	EUR	Binary
EverSmoked	0.07714880	0.001059315	1	1_2	0.0044939499999999966	0.0044939499999999966	0.05409106	375448	UKBB	EUR	Binary
EverSmoker	0.07263503	0.001124269	0	1_2	0.005343669999999995	0.005343669999999995	0.02454224	375410	UKBB	EUR	Binary
EverSmoker	0.07797870	0.001252908	1	1_2	0.005343669999999995	0.005343669999999995	0.02454224	375410	UKBB	EUR	Binary
FatMean	0.06488620	0.003022902	40.27415	2_5	0.015104590000000001	0.015104590000000001	0.01373053	128092	UKBB	EUR	Continuous
FatMean	0.06270115	0.002965485	59.20162	2_5	0.015104590000000001	0.015104590000000001	0.01373053	128092	UKBB	EUR	Continuous
FatMean	0.06566543	0.003037383	72.73234	2_5	0.015104590000000001	0.015104590000000001	0.01373053	128092	UKBB	EUR	Continuous
FatMean	0.07504272	0.003125607	88.0713	2_5	0.015104590000000001	0.015104590000000001	0.01373053	128092	UKBB	EUR	Continuous
FatMean	0.07780574	0.003164524	117.6017	2_5	0.015104590000000001	0.015104590000000001	0.01373053	128092	UKBB	EUR	Continuous
FEV1	0.07369384	0.001949839	1.836747	2_5	0.01238475	0.01238475	0.001089961	343544	UKBB	EUR	Continuous
FEV1	0.06922739	0.001836948	2.386147	2_5	0.01238475	0.01238475	0.001089961	343544	UKBB	EUR	Continuous
FEV1	0.07153534	0.001846141	2.764898	2_5	0.01238475	0.01238475	0.001089961	343544	UKBB	EUR	Continuous
FEV1	0.07463119	0.001811527	3.216982	2_5	0.01238475	0.01238475	0.001089961	343544	UKBB	EUR	Continuous
FEV1	0.08161214	0.001954941	4.008733	2_5	0.01238475	0.01238475	0.001089961	343544	UKBB	EUR	Continuous
FiberMean	0.07034509	0.002990291	8.715444	2_5	0.008333750000000001	0.008333750000000001	0.1734023	128213	UKBB	EUR	Continuous
FiberMean	0.06601020	0.002996274	13.07976	2_5	0.008333750000000001	0.008333750000000001	0.1734023	128213	UKBB	EUR	Continuous
FiberMean	0.07101550	0.003008922	16.0334	2_5	0.008333750000000001	0.008333750000000001	0.1734023	128213	UKBB	EUR	Continuous
FiberMean	0.06846417	0.002834486	19.30948	2_5	0.008333750000000001	0.008333750000000001	0.1734023	128213	UKBB	EUR	Continuous
FiberMean	0.07434395	0.003126091	25.6807	2_5	0.008333750000000001	0.008333750000000001	0.1734023	128213	UKBB	EUR	Continuous
FolateMean	0.07069628	0.003165220	175.1237	3_5	0.012631150000000008	0.012631150000000008	0.04193622	127995	UKBB	EUR	Continuous
FolateMean	0.06820661	0.003067125	245.4387	3_5	0.012631150000000008	0.012631150000000008	0.04193622	127995	UKBB	EUR	Continuous
FolateMean	0.06463142	0.002885988	293.3524	3_5	0.012631150000000008	0.012631150000000008	0.04193622	127995	UKBB	EUR	Continuous
FolateMean	0.06708186	0.002977795	348.1246	3_5	0.012631150000000008	0.012631150000000008	0.04193622	127995	UKBB	EUR	Continuous
FolateMean	0.07726257	0.003327338	460.1928	3_5	0.012631150000000008	0.012631150000000008	0.04193622	127995	UKBB	EUR	Continuous
FoodWeightMean	0.07275897	0.003002400	2227.071	1_4	0.00568252000000001	-0.00568252000000001	0.3484885	128304	UKBB	EUR	Continuous
FoodWeightMean	0.06835309	0.003022139	2758.136	1_4	0.00568252000000001	-0.00568252000000001	0.3484885	128304	UKBB	EUR	Continuous
FoodWeightMean	0.06896090	0.003087525	3111.257	1_4	0.00568252000000001	-0.00568252000000001	0.3484885	128304	UKBB	EUR	Continuous
FoodWeightMean	0.06707645	0.003059082	3501.587	1_4	0.00568252000000001	-0.00568252000000001	0.3484885	128304	UKBB	EUR	Continuous
FoodWeightMean	0.07041980	0.003120666	4241.436	1_4	0.00568252000000001	-0.00568252000000001	0.3484885	128304	UKBB	EUR	Continuous
FVC	0.07607889	0.001898393	2.50066	2_5	0.011900080000000007	0.011900080000000007	0.001747409	343467	UKBB	EUR	Continuous
FVC	0.06656332	0.001775738	3.149675	2_5	0.011900080000000007	0.011900080000000007	0.001747409	343467	UKBB	EUR	Continuous
FVC	0.06743441	0.001766025	3.635554	2_5	0.011900080000000007	0.011900080000000007	0.001747409	343467	UKBB	EUR	Continuous
FVC	0.07128607	0.001825031	4.230916	2_5	0.011900080000000007	0.011900080000000007	0.001747409	343467	UKBB	EUR	Continuous
FVC	0.07846340	0.002026918	5.247757	2_5	0.011900080000000007	0.011900080000000007	0.001747409	343467	UKBB	EUR	Continuous
HbA1c	0.07029284	0.001785463	29.9716	2_5	0.02220902999999999	0.02220902999999999	6.248473e-09	358798	UKBB	EUR	Continuous
HbA1c	0.06675585	0.001790621	33.25566	2_5	0.02220902999999999	0.02220902999999999	6.248473e-09	358798	UKBB	EUR	Continuous
HbA1c	0.07131415	0.001815651	35.1666	2_5	0.02220902999999999	0.02220902999999999	6.248473e-09	358798	UKBB	EUR	Continuous
HbA1c	0.07396607	0.001922893	37.18181	2_5	0.02220902999999999	0.02220902999999999	6.248473e-09	358798	UKBB	EUR	Continuous
HbA1c	0.08896488	0.002031983	44.04162	2_5	0.02220902999999999	0.02220902999999999	6.248473e-09	358798	UKBB	EUR	Continuous
HDL	0.08793368	0.002022795	38.095096977000004	1_5	0.03856792	-0.03856792	1.922588e-26	328719	UKBB	EUR	Continuous
HDL	0.07851403	0.001956071	47.158258350000004	1_5	0.03856792	-0.03856792	1.922588e-26	328719	UKBB	EUR	Continuous
HDL	0.07196937	0.001898759	54.2493696	1_5	0.03856792	-0.03856792	1.922588e-26	328719	UKBB	EUR	Continuous
HDL	0.06460315	0.001822575	62.540449620000004	1_5	0.03856792	-0.03856792	1.922588e-26	328719	UKBB	EUR	Continuous
HDL	0.04936576	0.001601891	78.69758769	1_5	0.03856792	-0.03856792	1.922588e-26	328719	UKBB	EUR	Continuous
IPAQBinary	0.09466461	0.0022557574	0	1_2	0.02396302	-0.02396302	7.235225e-14	304951	UKBB	EUR	Binary
IPAQBinary	0.07070159	0.0009510739	1	1_2	0.02396302	-0.02396302	7.235225e-14	304951	UKBB	EUR	Binary
IPAQ	0.09408447	0.002274018	0.07107723	1_5	0.02705565	-0.02705565	1.02658e-10	304951	UKBB	EUR	Continuous
IPAQ	0.07558083	0.002091201	1	1_5	0.02705565	-0.02705565	1.02658e-10	304951	UKBB	EUR	Continuous
IPAQ	0.07357158	0.002067076	1.026955	1_5	0.02705565	-0.02705565	1.02658e-10	304951	UKBB	EUR	Continuous
IPAQ	0.06732413	0.001923475	2	1_5	0.02705565	-0.02705565	1.02658e-10	304951	UKBB	EUR	Continuous
IPAQ	0.06702882	0.001912604	2	1_5	0.02705565	-0.02705565	1.02658e-10	304951	UKBB	EUR	Continuous
IronMean	0.06799735	0.003118943	8.240558	2_3	0.009727659999999999	-0.009727659999999999	0.1085671	128333	UKBB	EUR	Continuous
IronMean	0.07299638	0.003121581	11.34443	2_3	0.009727659999999999	-0.009727659999999999	0.1085671	128333	UKBB	EUR	Continuous
IronMean	0.06326872	0.002941522	13.37131	2_3	0.009727659999999999	-0.009727659999999999	0.1085671	128333	UKBB	EUR	Continuous
IronMean	0.06973029	0.003046424	15.54741	2_3	0.009727659999999999	-0.009727659999999999	0.1085671	128333	UKBB	EUR	Continuous
IronMean	0.07186150	0.003171563	19.62411	2_3	0.009727659999999999	-0.009727659999999999	0.1085671	128333	UKBB	EUR	Continuous
LambMuttonIntake	0.06816269	0.001704075	0.1378666	1_2	0.012677980000000005	0.012677980000000005	0.0005150402	374710	UKBB	EUR	Continuous
LambMuttonIntake	0.08084067	0.001947123	1	1_2	0.012677980000000005	0.012677980000000005	0.0005150402	374710	UKBB	EUR	Continuous
LambMuttonIntake	0.07701351	0.001849384	1	1_2	0.012677980000000005	0.012677980000000005	0.0005150402	374710	UKBB	EUR	Continuous
LambMuttonIntake	0.07704773	0.001934006	1.248179	1_2	0.012677980000000005	0.012677980000000005	0.0005150402	374710	UKBB	EUR	Continuous
LambMuttonIntake	0.07680902	0.001859027	2.125671	1_2	0.012677980000000005	0.012677980000000005	0.0005150402	374710	UKBB	EUR	Continuous
LDL	0.07791431	0.001852608	93.08592129	1_4	0.00603824	-0.00603824	0.1005898	358556	UKBB	EUR	Continuous
LDL	0.07657189	0.001991523	119.03894376000001	1_4	0.00603824	-0.00603824	0.1005898	358556	UKBB	EUR	Continuous
LDL	0.07695514	0.001969938	136.61848044	1_4	0.00603824	-0.00603824	0.1005898	358556	UKBB	EUR	Continuous
LDL	0.07187607	0.001824795	154.88680716	1_4	0.00603824	-0.00603824	0.1005898	358556	UKBB	EUR	Continuous
LDL	0.07344934	0.001878086	186.99358008000002	1_4	0.00603824	-0.00603824	0.1005898	358556	UKBB	EUR	Continuous
MagnesiumMean	0.07194354	0.003229312	222.4852	1_4	0.004287040000000006	-0.004287040000000006	0.492171	128055	UKBB	EUR	Continuous
MagnesiumMean	0.06910370	0.003092414	291.8224	1_4	0.004287040000000006	-0.004287040000000006	0.492171	128055	UKBB	EUR	Continuous
